Filename,Title,Keywords,Category
8919b9ce-c08f-4d23-bf13-24bbf4c28751.jpg,Classic Beef Burger with All the Fixings,"quick bites,all the fixings,barbecue,juicy beef,grilled burger,American classic,tomato,lettuce,burger lovers,comfort food,toasted brioche,cheese,casual dining,hearty meal,beef burger,backyard BBQ,grilling season,classic recipe",12
73eb6e9e-6dc1-4608-8008-1bf5e7185ad1.jpg,Grapes and Berry Bounty,"antioxidants,fiber-rich,refreshing flavor,picnic food,sweet snack,grapes and berries,red grapes,natural sweetness,low calorie,colorful,berries,easy to eat,immune boosting,hydrating,fruit platter,charcuterie pairing,green grapes,vitamin C,bite-sized",12
631dbc14-c903-49a0-ac53-11bd88a22fb1.jpg,Chocolate Hazelnut Tart,"ganache,elegant presentation,dessert lovers,decadent,fancy dessert,homemade,chocolate tart,special occasion,gourmet,sweet treat,hazelnut,dessert,indulgent,buttery crust,culinary artistry,baking,rich flavors",12
0c043ee0-08fc-49d4-a62b-86c60c5793a8.jpg,Stylish Wall Art Collection,"decorative prints,framed photographs,curated collection,home decor,wall art,creative expression,abstract paintings,artistic focal point,interior design",12
50a76bdf-1552-44a3-a7ba-2e2bd5fc260b.jpg,Shrimp Scampi Linguine,"pasta dish,rich flavors,linguine,garlic butter,easy dinner,home-cooked,gourmet cooking,shrimp scampi,Mediterranean touch,fresh herbs,comfort food,lemon zest,culinary classics,flavor-packed,Italian flavors,shrimp lovers,seafood pasta,fine dining",12
e72a5f9e-d7f3-46d3-80e8-6d99a49aeac6.jpg,Zesty Shrimp Ceviche,"seafood appetizer,coastal flavors,chilled seafood,seafood lovers,fresh cilantro,culinary freshness,Latin cuisine,colorful dish,light and refreshing,gourmet touch,summertime snacks,food presentation,shrimp ceviche,avocado garnish,easy appetizers,party food,healthy dish,lime marinade",12
e9935761-770e-4963-bd0b-eeb9770152ae.jpg,Decadent Red Velvet Cupcakes with Cream Cheese Frosting,"sweets,sweet treats,classic flavors,moist,dessert,cake lovers,homemade,celebration,elegant presentation,frosting,cupcakes,party food,colorful,decorative,indulgent,red velvet,baking,cream cheese frosting",12
2a6147d3-dcbd-44b1-a847-23bce3a55f53.jpg,Elegant Dining Table Settings,"polished cutlery,special occasion,table decor,dinner party,dining table,sparkling glassware,fine china,inviting atmosphere,elegant settings",12
0f71e552-28c1-4e0e-8b32-d32e3e2122ae.jpg,Phoenix Bonfire Celebration,"phoenix,bonfire celebration,rebirth cycle,fiery feathers,mythical wisdom,storytelling,magical forest,phoenix gathering,mystical flames,fantasy creatures,celestial event,mythical gathering,forest magic,eternal cycle,firelight,legendary tales,creature gathering,fantasy night",12
899ac590-bff0-4242-972f-1809a441b88a.jpg,Charming Vintage Bookshelf,"living space,decorative elements,vintage bookshelf,eclectic decor,personal touch,home library,books and plants,shelf styling,character",12
40b3a458-a175-4d60-8395-707b37a17ac5.jpg,Fried Calamari,"crispy,easy to make,seafood,rich texture,finger food,seafood lovers,party food,tasty,lemon wedges,fried,casual dining,light meal,comfort food,appetizer,quick cooking,popular,calamari,marinara sauce",12
45e96f65-62e9-478f-af13-9de17bcd248e.jpg,Unicorn Picnic in Enchanted Meadow,"unicorns,enchanted meadow,magical picnic,stardust cupcakes,rainbow fruits,mythical gathering,glowing flowers,golden oak tree,mythical feast,fantasy setting,ethereal beauty,whimsical vibes,fairy lights,mystical creatures,fantasy adventure,mythical stories,unicorn friends,enchantment",12
b7c66f77-d8d5-41c4-985b-2f293997b181.jpg,Steak Frites with Garlic Butter,"steak frites,comfort food,simple flavors,hearty plate,casual dining,rich flavors,steak lovers,juicy steak,classic meal,culinary staple,European flavors,fine dining,traditional dish,French cuisine,meat lovers,garlic butter,crispy fries,bistro style",12
3086d97d-d4b1-4597-a167-46e537688edd.jpg,Fruit Tart with Pastry Cream,"easy recipe,elegant presentation,dessert lovers,culinary creativity,seasonal,dessert,sweet treat,tart,pastry cream,homemade,baking,indulgent,classic dessert,light dessert,fruit tart,fresh fruit,party food",12
2272f61c-30ee-4dc3-b073-c924f46fe236.jpg,Zesty Shrimp Ceviche,"shrimp ceviche,light and refreshing,seafood appetizer,colorful dish,food presentation,coastal flavors,gourmet touch,avocado garnish,chilled seafood,lime marinade,easy appetizers,healthy dish,party food,seafood lovers,Latin cuisine,culinary freshness,summertime snacks,fresh cilantro",12
f9012f5c-f095-401e-b0ac-681d13df7e61.jpg,Oysters on the Half Shell,"seafood lovers,fresh,tasting experience,seafood,impressive,shellfish,ice,salty,light snack,natural,variety of sauces,gourmet,briny,raw,oysters,high-end,half shell,luxurious,delicacy",12
92cc3cd0-b4c8-4a66-b8df-c5dca662d631.jpg,Winter Wonderland with Snowy Pine Trees,"snowfall,pine trees,Christmas spirit,tranquil scene,winter wonderland,clear blue sky,snowy landscape,outdoor holiday,sparkling snow,natural decor,frosty air,serene atmosphere,peaceful vibes,holiday magic,nature's beauty",12
5c791f16-accc-466a-9e98-d029cdfdab99.jpg,Sushi Platter with Assorted Nigiri and Sashimi,"wasabi,sushi lovers,food styling,authentic experience,sashimi,salmon,Japanese cuisine,soy sauce,culinary art,raw fish,shrimp,delicate flavors,tuna,elegant presentation,nigiri,sushi platter,yellowtail,fine dining,sushi night,fresh seafood",12
14ee9ab1-1209-45a6-961c-9feae2939417.jpg,Grilled Sardines with Garlic and Lemon,"simple flavors,lemon garnish,easy cooking,Mediterranean diet,grilled vegetables,seafood lovers,summer grilling,rustic cooking,grilled sardines,coastal dish,garlic seasoning,fresh fish,natural flavors,light meal,traditional recipes,wholesome food,Mediterranean cuisine,healthy meal",12
2e9f5ed6-23f7-458e-8f4f-99ca2175bfef.jpg,Classic Buffalo Wings,"popular appetizer,fried wings,comfort food,tangy flavor,spicy,handheld food,fiery taste,chicken wings,classic recipe,buffalo wings,bar food,American cuisine,meat lovers,celery sticks,game day food,blue cheese dip,bold flavors,crispy",12
06be8994-86dc-4ab8-93be-63953e906917.jpg,Coconut Macaroons Dipped in Dark Chocolate,"chewy texture,sweet treat,dark chocolate,cookie lovers,treat yourself,indulgent,dessert platter,coconut,satisfying,dessert,snack,party food,elegant presentation,tropical flavors,homemade,baking,simple recipe,macaroons",12
be81b767-cebd-4a7b-ad06-4ee72d326611.jpg,Colorful Mediterranean Mezze Platter,"catering,hummus,Mediterranean cuisine,stuffed grape leaves,colorful dishes,healthy snacks,fresh tabbouleh,tzatziki,mezze platter,cuisine diversity,pita bread,vibrant colors,culinary art,marinated olives,appetizer spread,party food,food presentation,fresh herbs",12
2c5ad35b-16aa-43a4-86e1-8fec5a1963a1.jpg,Creamy Clam Chowder,"cozy dish,winter warmer,herb garnish,clam chowder,creamy broth,oyster crackers,food culture,classic recipe,hearty meals,seafood lovers,culinary tradition,seafood soup,potatoes,comfort food,home cooking,New England cuisine,savory flavors,cooking classics",12
ea3e2551-cb46-441e-8b5a-46de42bd0fa0.jpg,Stone Fruit Sampler,"summer fruits,baking,plums,healthy snack,cherries,high fiber,antioxidants,vitamin C,stone fruits,hydrating,juicy flavor,peaches,fruit platter,unique textures,nectarines,colorful assortment,natural sweetness,low calorie,immune boosting",12
456d3f27-e76b-44c8-a6ea-34fe7686435e.jpg,Grilled Sardines with Garlic and Lemon,"healthy meal,simple flavors,lemon garnish,traditional recipes,garlic seasoning,summer grilling,grilled sardines,coastal dish,light meal,Mediterranean diet,grilled vegetables,fresh fish,natural flavors,easy cooking,rustic cooking,Mediterranean cuisine,seafood lovers,wholesome food",12
3d1e426d-0fd3-4a6a-bb02-bd937f206634.jpg,Spicy Buffalo Chicken Wings,"chicken lovers,zesty kick,Buffalo wings,satisfying snack,game day food,spicy flavors,finger food,spicy chicken,fried food,casual dining,snack food,bold flavors,hot sauce,party food,comfort bites,blue cheese dip,crispy wings,American cuisine",12
e189a516-e75e-4984-bdac-f96245b8fdde.jpg,Lemon Meringue Pie,"comfort food,tart,lemon meringue pie,classic recipe,celebration,homemade,buttery crust,indulgent,citrus flavors,refreshing,easy recipe,sweet,dessert,elegant presentation,baking,dessert lovers,fluffy meringue",12
84016f5e-e209-42a1-bf16-40c4e2ad391e.jpg,Vintage Candle Holders,"warm ambiance,elegant design,decorative lighting,table decor,brass,candle holders,home accents,vintage decor,nostalgic charm",12
879311d6-c9af-4b2e-8c3c-df2e938db0f8.jpg,Decadent Brownies with Nuts and Caramel Swirl,"baking,classic dessert,nuts,decadent,dessert,indulgent,chocolate lovers,satisfying,homemade,chocolate,brownies,fudgy,sweet treat,comfort food,easy recipe,caramel swirl,party food,rich flavors",12
247ec5ad-747c-418b-b4c6-64233d24528e.jpg,Satisfying Vegan Buddha Bowl,"kale,Buddha bowl,roasted sweet potatoes,chickpeas,plant-based diet,superfoods,flavorful bowl,vegan cuisine,culinary creativity,satisfying meals,tahini dressing,healthy fats,meal prep,wholesome ingredients,nutritious meal,avocado,quinoa,colorful dish,healthy lifestyle",12
289951b5-100f-4684-9272-82232104627b.jpg,Korean BBQ Short Ribs (Galbi),"bold flavors,succulent meat,cultural cuisine,char-grilled,outdoor grilling,garlic,sesame flavor,soy marinade,Korean flavors,Galbi,meat lovers,short ribs,marinated ribs,Asian cuisine,authentic taste,Korean BBQ,sweet and savory,grilled meat",12
6189d988-f836-4935-980f-995f692283e8.jpg,Sushi Platter with Assorted Nigiri and Sashimi,"salmon,nigiri,soy sauce,fresh seafood,delicate flavors,fine dining,culinary art,wasabi,sashimi,sushi night,authentic experience,Japanese cuisine,sushi lovers,sushi platter,raw fish,food styling,yellowtail,elegant presentation,shrimp,tuna",12
bf0f7039-54d1-44c1-8340-eee23ada5d5e.jpg,Charming Vintage Bookshelf,"eclectic decor,shelf styling,personal touch,decorative elements,living space,books and plants,character,vintage bookshelf,home library",12
78a5f1cb-0dba-4f25-95a9-9c3e41e574a3.jpg,Seafood Paella,"traditional,celebratory meal,rich flavors,seafood,colorful,easy sharing,delicious,Spanish cuisine,vibrant,mixed seafood,hearty,flavorful,aromatic,festive,rice dish,hearty,one-pot meal,paella,saffron",12
3dbf6b60-d0e0-4035-85de-acc3b562e257.jpg,Slow-Cooked Pulled Pork Sandwich,"comfort food,Southern cuisine,rustic flavors,soft bun,hearty sandwich,backyard BBQ,crowd-pleaser,tender pork,classic recipe,meat lovers,BBQ sauce,homemade,smoky flavors,pulled pork,soul food,coleslaw,slow-cooked,casual dining",12
37edf093-250e-458d-bcb2-ed8f3370e68e.jpg,Cinnamon Roll Bread Pudding,"warm dessert,satisfying,baking,sweet treat,delicious,breakfast dessert,cinnamon,dessert,indulgent,comfort food,easy recipe,leftover recipe,cinnamon rolls,bread pudding,cozy,homemade,glazed,family favorite",12
b8b0a8c7-d8cc-466f-940b-1597058d8c5a.jpg,Elegant Christmas Dining Table Setting,"holiday feast,luxurious dining,inviting atmosphere,Christmas dining,elegant table setting,candles,fine dining,holiday gatherings,sophisticated ambiance,celebratory meals,seasonal centerpieces,holly,festive decor,sparkling glassware,table decor",12
887ce052-dde5-4ae9-ac43-3b9a672164c3.jpg,Stuffed Squid,"unique dish,easy recipe,seafood lovers,satisfying,homemade,dinner,hearty,rich flavor,traditional,herbs,tender,breadcrumbs,stuffed squid,seafood,baked,gourmet,comfort food,elegant",12
d1ec9340-9a45-464f-9a58-257d7114b656.jpg,Sublime Lemon Tart with Zesty Meringue,"baking,fancy treat,homemade,elegant presentation,buttery crust,refreshing,meringue,lemon tart,dessert,culinary delight,citrus,satisfying,sweet and sour,party food,celebration,tart lovers,tangy flavor,classic dessert",12
a008ee18-0366-4f7b-bdc1-eb24f853b34f.jpg,Artisan Cheese Board with Fruits and Nuts,"culinary experience,gourmet snacks,elegant presentation,charcuterie,party platter,cheese board,platter ideas,entertaining,sharing food,visual feast,wine pairing,honey drizzle,food pairings,snack ideas,appetizer,fruits and nuts,gourmet dining,artisan cheese",12
0c49ed22-89e9-43d4-b18c-b1d73182affc.jpg,Fried Calamari,"popular,lemon wedges,light meal,seafood lovers,easy to make,calamari,marinara sauce,party food,seafood,quick cooking,tasty,appetizer,crispy,casual dining,fried,comfort food,finger food,rich texture",12
c9fa954e-0661-44a3-97a4-51695c72ba9a.jpg,Spaghetti alle Vongole,"Mediterranean flavors,Italian flavors,coastal vibes,gourmet pasta,spaghetti alle vongole,dinner ideas,fresh parsley,culinary tradition,clams,food artistry,simple elegance,classic dish,seafood pasta,white wine sauce,savor the flavor,garlic flavor,Italian cuisine,light cuisine",12
7d50f12f-aa8d-4a37-bd19-30f77ada9051.jpg,Colorful Mediterranean Mezze Platter,"vibrant colors,catering,food presentation,appetizer spread,fresh herbs,mezze platter,hummus,tzatziki,cuisine diversity,fresh tabbouleh,marinated olives,party food,Mediterranean cuisine,culinary art,healthy snacks,colorful dishes,stuffed grape leaves,pita bread",12
802768f4-870d-4fc1-ac20-3539ffb3a16f.jpg,Seared Scallops,"gourmet,rich protein,restaurant-style,luxurious,quick cooking,fine dining,citrus sauce,tender,fresh seafood,easy recipe,impressive dish,seared,seafood,elegant,sweet flavor,high-end,scallops,celebratory meal",12
ab1de6f6-0564-468a-a419-f0726144851c.jpg,Exotic Fruit Salad with Coconut and Mint,"strawberries,nutritional value,fresh mint,mango,coconut flakes,seasonal fruits,light dessert,refreshing dessert,picnic ideas,healthy snacks,pineapple,cuisine diversity,summer food,kiwi,fruit salad,tropical fruits,food aesthetics,colorful presentation",12
ddc28910-9daa-4a71-b13f-f1b014d8b8ca.jpg,Rustic Wooden Shelves with Decor Items,"decorative shelving,unique collectibles,character,functional style,rustic decor,wooden shelves,wall decor,books and plants,home accents",12
42b2228a-733b-4729-b656-db2830ec5aee.jpg,Octopus Stew,"potatoes,filling,tomatoes,simmered,winter meal,satisfying,spices,unique dish,seafood,traditional,homemade,hearty,gourmet,rich flavor,comfort food,octopus,stew,easy recipe",12
5036f24b-987b-4c3e-ab35-35a1eeaffdb7.jpg,Buffalo Ranch Wings,"buffalo ranch wings,bold flavors,spicy,unique twist,crispy,appetizer,handheld food,chicken wings,fusion flavor,American cuisine,game day snack,creamy and tangy,comfort food,classic flavors,meat lovers,bar food,popular choice,ranch seasoning",12
394be0c8-3aaa-4a71-a219-a3d0508f4166.jpg,Raspberry Almond Cake,"fruit dessert,dessert,simple pleasures,homemade,elegant presentation,refreshing,raspberries,baking,moist,dessert lovers,satisfying,easy recipe,almond cake,afternoon tea,gourmet,sweet treat,light glaze",12
d8839e80-2d6a-4df5-b398-66958f859dee.jpg,Mango Sticky Rice,"homemade,cultural cuisine,simple recipe,sticky rice,sweet,Thai dessert,dessert lovers,coconut cream,refreshing,tropical flavors,delicious,exotic,traditional,mango sticky rice,fruity,comfort food,unique flavors",12
